;;;;;;;;;;;;;;;;;;;
Encuesta;Periodo;Indicadores;Nacional;Área;;Sexo;;;;;;;;;;;;;
;;;Total;Urbana;Rural;Hombre;Mujer;;;;;;;;;;;;
ENEMDU*;nov-24;Población Económicamente Activa; 8.623.734 ; 5.584.132 ; 3.039.602 ; 4.981.842 ; 3.641.892 ;;;;;;;;;;;;
ENEMDU*;nov-24;Empleo; 8.301.733 ; 5.300.774 ; 3.000.959 ; 4.834.714 ; 3.467.018 ;;;;;;;;;;;;
ENEMDU*;nov-24;Empleo Adecuado/Pleno; 2.905.637 ; 2.393.536 ; 512.101 ; 1.940.310 ; 965.327 ;;;;;;;;;;;;
ENEMDU*;nov-24;Subempleo; 1.958.120 ; 1.272.083 ; 686.037 ; 1.256.344 ; 701.776 ;;;;;;;;;;;;
ENEMDU*;nov-24;Subempleo por insuficiencia de tiempo de trabajo; 1.863.632 ; 1.227.291 ; 636.342 ; 1.180.722 ; 682.910 ;;;;;;;;;;;;
ENEMDU*;nov-24;Subempleo por insuficiencia de ingresos; 94.487 ; 44.792 ; 49.695 ; 75.622 ; 18.866 ;;;;;;;;;;;;
ENEMDU*;nov-24;Empleo no remunerado; 958.189 ; 223.347 ; 734.842 ; 293.227 ; 664.962 ;;;;;;;;;;;;
ENEMDU*;nov-24;Otro Empleo no pleno; 2.471.745 ; 1.404.692 ; 1.067.053 ; 1.339.950 ; 1.131.794 ;;;;;;;;;;;;
ENEMDU*;nov-24;Empleo no clasificado; 8.042 ; 7.116 ; 926 ; 4.883 ; 3.159 ;;;;;;;;;;;;
ENEMDU*;nov-24;Desempleo; 322.001 ; 283.358 ; 38.643 ; 147.127 ; 174.874 ;;;;;;;;;;;;
ENEMDU*;nov-24;Desempleo Abierto; 305.336 ; 268.334 ; 37.002 ; 137.693 ; 167.643 ;;;;;;;;;;;;
ENEMDU*;nov-24;Desempleo Oculto; 16.665 ; 15.024 ; 1.641 ; 9.434 ; 7.231 ;;;;;;;;;;;;
ENEMDU*;nov-24;Desempleo Cesante; 226.189 ; 198.339 ; 27.850 ; 101.141 ; 125.048 ;;;;;;;;;;;;
ENEMDU*;nov-24;Desempleo Nuevo; 95.812 ; 85.019 ; 10.793 ; 45.986 ; 49.826 ;;;;;;;;;;;;
ENEMDU*;nov-24;Población Económicamente Inactiva; 4.670.476 ; 3.681.297 ; 989.179 ; 1.520.330 ; 3.150.146 ;;;;;;;;;;;;
ENEMDU*;dic-24;Población Total; 18.727.237 ; 12.767.086 ; 5.960.151 ; 9.165.859 ; 9.561.378 ;;;;;;;;;;;;
ENEMDU*;dic-24;Población menor de 15 años; 5.417.949 ; 3.491.145 ; 1.926.804 ; 2.656.313 ; 2.761.637 ;;;;;;;;;;;;
ENEMDU*;dic-24;Población en Edad de Trabajar (PET); 13.309.288 ; 9.275.941 ; 4.033.347 ; 6.509.547 ; 6.799.741 ;;;;;;;;;;;;
ENEMDU*;dic-24;Población Económicamente Activa; 8.570.296 ; 5.509.867 ; 3.060.428 ; 5.079.186 ; 3.491.109 ;;;;;;;;;;;;
ENEMDU*;dic-24;Empleo; 8.339.905 ; 5.311.151 ; 3.028.754 ; 4.966.014 ; 3.373.890 ;;;;;;;;;;;;
ENEMDU*;dic-24;Empleo Adecuado/Pleno; 2.830.688 ; 2.288.322 ; 542.366 ; 1.899.860 ; 930.828 ;;;;;;;;;;;;
ENEMDU*;dic-24;Subempleo; 2.095.810 ; 1.379.683 ; 716.127 ; 1.382.087 ; 713.723 ;;;;;;;;;;;;
ENEMDU*;dic-24;Subempleo por insuficiencia de tiempo de trabajo; 1.987.748 ; 1.332.952 ; 654.796 ; 1.305.876 ; 681.871 ;;;;;;;;;;;;
ENEMDU*;dic-24;Subempleo por insuficiencia de ingresos; 108.062 ; 46.732 ; 61.331 ; 76.210 ; 31.852 ;;;;;;;;;;;;
ENEMDU*;dic-24;Empleo no remunerado; 931.399 ; 196.862 ; 734.537 ; 300.207 ; 631.192 ;;;;;;;;;;;;
ENEMDU*;dic-24;Otro Empleo no pleno; 2.471.543 ; 1.436.117 ; 1.035.426 ; 1.376.642 ; 1.094.902 ;;;;;;;;;;;;
ENEMDU*;dic-24;Empleo no clasificado; 10.464 ; 10.165 ; 299 ; 7.219 ; 3.245 ;;;;;;;;;;;;
ENEMDU*;dic-24;Desempleo; 230.391 ; 198.717 ; 31.674 ; 113.172 ; 117.219 ;;;;;;;;;;;;
ENEMDU*;dic-24;Desempleo Abierto; 199.341 ; 177.999 ; 21.342 ; 99.906 ; 99.434 ;;;;;;;;;;;;
ENEMDU*;dic-24;Desempleo Oculto; 31.050 ; 20.718 ; 10.332 ; 13.265 ; 17.785 ;;;;;;;;;;;;
ENEMDU*;dic-24;Desempleo Cesante; 129.740 ; 116.437 ; 13.303 ; 71.293 ; 58.447 ;;;;;;;;;;;;
ENEMDU*;dic-24;Desempleo Nuevo; 100.651 ; 82.280 ; 18.371 ; 41.879 ; 58.772 ;;;;;;;;;;;;
ENEMDU*;dic-24;Población Económicamente Inactiva; 4.738.992 ; 3.766.073 ; 972.919 ; 1.430.361 ; 3.308.632 ;;;;;;;;;;;;
ENEMDU*;ene-25;Población Total; 18.748.480 ; 12.781.567 ; 5.966.913 ; 9.176.256 ; 9.572.224 ;;;;;;;;;;;;
ENEMDU*;ene-25;Población menor de 15 años; 5.424.097 ; 3.495.105 ; 1.928.992 ; 2.659.325 ; 2.764.772 ;;;;;;;;;;;;
ENEMDU*;ene-25;Población en Edad de Trabajar (PET); 13.324.383 ; 9.286.462 ; 4.037.921 ; 6.516.931 ; 6.807.452 ;;;;;;;;;;;;
ENEMDU*;ene-25;Población Económicamente Activa; 8.380.942 ; 5.343.015 ; 3.037.927 ; 4.921.190 ; 3.459.752 ;;;;;;;;;;;;
ENEMDU*;ene-25;Empleo; 8.060.945 ; 5.072.133 ; 2.988.812 ; 4.775.816 ; 3.285.129 ;;;;;;;;;;;;
ENEMDU*;ene-25;Empleo Adecuado/Pleno; 2.852.323 ; 2.360.057 ; 492.266 ; 1.928.182 ; 924.141 ;;;;;;;;;;;;
ENEMDU*;ene-25;Subempleo; 1.730.479 ; 1.160.359 ; 570.121 ; 1.139.997 ; 590.483 ;;;;;;;;;;;;
ENEMDU*;ene-25;Subempleo por insuficiencia de tiempo de trabajo; 1.659.303 ; 1.123.680 ; 535.623 ; 1.082.616 ; 576.687 ;;;;;;;;;;;;
ENEMDU*;ene-25;Subempleo por insuficiencia de ingresos; 71.176 ; 36.679 ; 34.497 ; 57.380 ; 13.796 ;;;;;;;;;;;;
ENEMDU*;ene-25;Empleo no remunerado; 1.050.103 ; 182.396 ; 867.707 ; 324.852 ; 725.251 ;;;;;;;;;;;;
ENEMDU*;ene-25;Otro Empleo no pleno; 2.409.448 ; 1.351.159 ; 1.058.288 ; 1.370.193 ; 1.039.254 ;;;;;;;;;;;;
ENEMDU*;ene-25;Empleo no clasificado; 18.592 ; 18.162 ; 430 ; 12.592 ; 6.000 ;;;;;;;;;;;;
ENEMDU*;ene-25;Desempleo; 319.997 ; 270.882 ; 49.115 ; 145.374 ; 174.623 ;;;;;;;;;;;;
ENEMDU*;ene-25;Desempleo Abierto; 277.732 ; 245.938 ; 31.793 ; 135.353 ; 142.378 ;;;;;;;;;;;;
ENEMDU*;ene-25;Desempleo Oculto; 42.265 ; 24.943 ; 17.322 ; 10.021 ; 32.244 ;;;;;;;;;;;;
ENEMDU*;ene-25;Desempleo Cesante; 226.983 ; 201.176 ; 25.807 ; 113.788 ; 113.195 ;;;;;;;;;;;;
ENEMDU*;ene-25;Desempleo Nuevo; 93.014 ; 69.706 ; 23.308 ; 31.586 ; 61.428 ;;;;;;;;;;;;
ENEMDU*;ene-25;Población Económicamente Inactiva; 4.943.441 ; 3.943.447 ; 999.994 ; 1.595.741 ; 3.347.700 ;;;;;;;;;;;;
ENEMDU*;feb-25;Población Total; 18.769.750 ; 12.796.069 ; 5.973.681 ; 9.186.667 ; 9.583.083 ;;;;;;;;;;;;
ENEMDU*;feb-25;Población menor de 15 años; 5.430.254 ; 3.499.076 ; 1.931.179 ; 2.662.344 ; 2.767.911 ;;;;;;;;;;;;
ENEMDU*;feb-25;Población en Edad de Trabajar (PET); 13.339.496 ; 9.296.993 ; 4.042.502 ; 6.524.324 ; 6.815.172 ;;;;;;;;;;;;
ENEMDU*;feb-25;Población Económicamente Activa; 8.646.099 ; 5.647.017 ; 2.999.082 ; 5.016.968 ; 3.629.130 ;;;;;;;;;;;;
ENEMDU*;feb-25;Empleo; 8.347.388 ; 5.397.579 ; 2.949.809 ; 4.859.415 ; 3.487.973 ;;;;;;;;;;;;
ENEMDU*;feb-25;Empleo Adecuado/Pleno; 3.063.042 ; 2.428.184 ; 634.859 ; 2.034.679 ; 1.028.364 ;;;;;;;;;;;;
ENEMDU*;feb-25;Subempleo; 1.665.780 ; 1.184.949 ; 480.831 ; 1.060.871 ; 604.910 ;;;;;;;;;;;;
ENEMDU*;feb-25;Subempleo por insuficiencia de tiempo de trabajo; 1.607.932 ; 1.156.670 ; 451.262 ; 1.020.384 ; 587.548 ;;;;;;;;;;;;
ENEMDU*;feb-25;Subempleo por insuficiencia de ingresos; 57.848 ; 28.279 ; 29.569 ; 40.486 ; 17.362 ;;;;;;;;;;;;
ENEMDU*;feb-25;Empleo no remunerado; 1.025.644 ; 254.022 ; 771.622 ; 292.773 ; 732.871 ;;;;;;;;;;;;
ENEMDU*;feb-25;Otro Empleo no pleno; 2.582.321 ; 1.520.417 ; 1.061.904 ; 1.464.158 ; 1.118.162 ;;;;;;;;;;;;
ENEMDU*;feb-25;Empleo no clasificado; 10.600 ; 10.007 ; 594 ; 6.934 ; 3.666 ;;;;;;;;;;;;
ENEMDU*;feb-25;Desempleo; 298.711 ; 249.438 ; 49.273 ; 157.553 ; 141.158 ;;;;;;;;;;;;
ENEMDU*;feb-25;Desempleo Abierto; 254.360 ; 209.233 ; 45.128 ; 136.104 ; 118.257 ;;;;;;;;;;;;
ENEMDU*;feb-25;Desempleo Oculto; 44.351 ; 40.206 ; 4.145 ; 21.449 ; 22.901 ;;;;;;;;;;;;
ENEMDU*;feb-25;Desempleo Cesante; 188.461 ; 156.590 ; 31.871 ; 108.474 ; 79.987 ;;;;;;;;;;;;
ENEMDU*;feb-25;Desempleo Nuevo; 110.250 ; 92.848 ; 17.402 ; 49.079 ; 61.171 ;;;;;;;;;;;;
ENEMDU*;feb-25;Población Económicamente Inactiva; 4.693.397 ; 3.649.976 ; 1.043.421 ; 1.507.355 ; 3.186.042 ;;;;;;;;;;;;
ENEMDU*;mar-25;Población Total; 18.791.027 ; 12.810.573 ; 5.980.453 ; 9.197.085 ; 9.593.942 ;;;;;;;;;;;;
ENEMDU*;mar-25;Población menor de 15 años; 5.436.406 ; 3.503.038 ; 1.933.368 ; 2.665.363 ; 2.771.044 ;;;;;;;;;;;;
ENEMDU*;mar-25;Población en Edad de Trabajar (PET); 13.354.620 ; 9.307.535 ; 4.047.085 ; 6.531.722 ; 6.822.898 ;;;;;;;;;;;;
ENEMDU*;mar-25;Población Económicamente Activa; 8.731.612 ; 5.658.098 ; 3.073.513 ; 5.156.906 ; 3.574.706 ;;;;;;;;;;;;
ENEMDU*;mar-25;Empleo; 8.442.456 ; 5.417.755 ; 3.024.701 ; 5.010.094 ; 3.432.361 ;;;;;;;;;;;;
ENEMDU*;mar-25;Empleo Adecuado/Pleno; 2.982.139 ; 2.462.804 ; 519.335 ; 1.971.013 ; 1.011.125 ;;;;;;;;;;;;
ENEMDU*;mar-25;Subempleo; 1.825.818 ; 1.175.150 ; 650.668 ; 1.196.413 ; 629.405 ;;;;;;;;;;;;
ENEMDU*;mar-25;Subempleo por insuficiencia de tiempo de trabajo; 1.705.191 ; 1.142.157 ; 563.034 ; 1.107.425 ; 597.765 ;;;;;;;;;;;;
ENEMDU*;mar-25;Subempleo por insuficiencia de ingresos; 120.627 ; 32.993 ; 87.634 ; 88.988 ; 31.639 ;;;;;;;;;;;;
ENEMDU*;mar-25;Empleo no remunerado; 1.031.840 ; 242.306 ; 789.534 ; 384.171 ; 647.669 ;;;;;;;;;;;;
ENEMDU*;mar-25;Otro Empleo no pleno; 2.595.835 ; 1.530.962 ; 1.064.874 ; 1.454.099 ; 1.141.736 ;;;;;;;;;;;;
ENEMDU*;mar-25;Empleo no clasificado; 6.823 ; 6.533 ; 290 ; 4.398 ; 2.426 ;;;;;;;;;;;;
ENEMDU*;mar-25;Desempleo; 289.156 ; 240.344 ; 48.812 ; 146.812 ; 142.344 ;;;;;;;;;;;;
ENEMDU*;mar-25;Desempleo Abierto; 259.216 ; 215.857 ; 43.359 ; 131.829 ; 127.386 ;;;;;;;;;;;;
ENEMDU*;mar-25;Desempleo Oculto; 29.940 ; 24.487 ; 5.453 ; 14.982 ; 14.958 ;;;;;;;;;;;;
ENEMDU*;mar-25;Desempleo Cesante; 194.685 ; 167.030 ; 27.655 ; 104.630 ; 90.054 ;;;;;;;;;;;;
ENEMDU*;mar-25;Desempleo Nuevo; 94.471 ; 73.314 ; 21.157 ; 42.181 ; 52.290 ;;;;;;;;;;;;
ENEMDU*;mar-25;Población Económicamente Inactiva; 4.623.009 ; 3.649.437 ; 973.572 ; 1.374.816 ; 3.248.193 ;;;;;;;;;;;;
ENEMDU*;abr-25;Población Total; 18.812.332 ; 12.825.099 ; 5.987.233 ; 9.207.508 ; 9.604.824 ;;;;;;;;;;;;
ENEMDU*;abr-25;Población menor de 15 años; 5.442.570 ; 3.507.010 ; 1.935.560 ; 2.668.382 ; 2.774.188 ;;;;;;;;;;;;
ENEMDU*;abr-25;Población en Edad de Trabajar (PET); 13.369.762 ; 9.318.089 ; 4.051.673 ; 6.539.126 ; 6.830.636 ;;;;;;;;;;;;
ENEMDU*;abr-25;Población Económicamente Activa; 8.497.491 ; 5.585.289 ; 2.912.202 ; 4.975.237 ; 3.522.253 ;;;;;;;;;;;;
ENEMDU*;abr-25;Empleo; 8.188.436 ; 5.324.285 ; 2.864.151 ; 4.831.123 ; 3.357.312 ;;;;;;;;;;;;
ENEMDU*;abr-25;Empleo Adecuado/Pleno; 3.039.729 ; 2.468.838 ; 570.891 ; 2.061.353 ; 978.376 ;;;;;;;;;;;;
ENEMDU*;abr-25;Subempleo; 1.792.390 ; 1.217.230 ; 575.161 ; 1.186.562 ; 605.828 ;;;;;;;;;;;;
ENEMDU*;abr-25;Subempleo por insuficiencia de tiempo de trabajo; 1.702.108 ; 1.170.535 ; 531.573 ; 1.126.618 ; 575.489 ;;;;;;;;;;;;
ENEMDU*;abr-25;Subempleo por insuficiencia de ingresos; 90.283 ; 46.695 ; 43.588 ; 59.944 ; 30.339 ;;;;;;;;;;;;
ENEMDU*;abr-25;Empleo no remunerado; 803.328 ; 195.511 ; 607.816 ; 192.313 ; 611.015 ;;;;;;;;;;;;
ENEMDU*;abr-25;Otro Empleo no pleno; 2.545.349 ; 1.435.691 ; 1.109.659 ; 1.386.162 ; 1.159.187 ;;;;;;;;;;;;
ENEMDU*;abr-25;Empleo no clasificado; 7.639 ; 7.015 ; 624 ; 4.733 ; 2.906 ;;;;;;;;;;;;
ENEMDU*;abr-25;Desempleo; 309.055 ; 261.004 ; 48.051 ; 144.114 ; 164.941 ;;;;;;;;;;;;
ENEMDU*;abr-25;Desempleo Abierto; 278.438 ; 235.924 ; 42.514 ; 133.144 ; 145.293 ;;;;;;;;;;;;
ENEMDU*;abr-25;Desempleo Oculto; 30.617 ; 25.080 ; 5.538 ; 10.970 ; 19.648 ;;;;;;;;;;;;
ENEMDU*;abr-25;Desempleo Cesante; 222.970 ; 193.309 ; 29.661 ; 106.545 ; 116.424 ;;;;;;;;;;;;
ENEMDU*;abr-25;Desempleo Nuevo; 86.086 ; 67.695 ; 18.390 ; 37.569 ; 48.517 ;;;;;;;;;;;;
ENEMDU*;abr-25;Población Económicamente Inactiva; 4.872.271 ; 3.732.800 ; 1.139.471 ; 1.563.889 ; 3.308.383 ;;;;;;;;;;;;
ENEMDU*;may-25;Población Total; 18.833.666 ; 12.839.642 ; 5.994.024 ; 9.217.950 ; 9.615.716 ;;;;;;;;;;;;
ENEMDU*;may-25;Población menor de 15 años; 5.448.742 ; 3.510.987 ; 1.937.755 ; 2.671.408 ; 2.777.334 ;;;;;;;;;;;;
ENEMDU*;may-25;Población en Edad de Trabajar (PET); 13.384.924 ; 9.328.655 ; 4.056.269 ; 6.546.542 ; 6.838.382 ;;;;;;;;;;;;
ENEMDU*;may-25;Población Económicamente Activa; 8.752.873 ; 5.839.179 ; 2.913.694 ; 5.165.733 ; 3.587.140 ;;;;;;;;;;;;
ENEMDU*;may-25;Empleo; 8.393.095 ; 5.533.144 ; 2.859.950 ; 4.986.360 ; 3.406.734 ;;;;;;;;;;;;
ENEMDU*;may-25;Empleo Adecuado/Pleno; 3.080.071 ; 2.565.818 ; 514.253 ; 2.044.073 ; 1.035.997 ;;;;;;;;;;;;
ENEMDU*;may-25;Subempleo; 1.826.910 ; 1.114.907 ; 712.004 ; 1.197.718 ; 629.192 ;;;;;;;;;;;;
ENEMDU*;may-25;Subempleo por insuficiencia de tiempo de trabajo; 1.733.632 ; 1.066.835 ; 666.797 ; 1.122.831 ; 610.802 ;;;;;;;;;;;;
ENEMDU*;may-25;Subempleo por insuficiencia de ingresos; 93.278 ; 48.072 ; 45.206 ; 74.887 ; 18.391 ;;;;;;;;;;;;
ENEMDU*;may-25;Empleo no remunerado; 829.776 ; 238.563 ; 591.213 ; 283.607 ; 546.169 ;;;;;;;;;;;;
ENEMDU*;may-25;Otro Empleo no pleno; 2.645.564 ; 1.603.083 ; 1.042.481 ; 1.454.289 ; 1.191.274 ;;;;;;;;;;;;
ENEMDU*;may-25;Empleo no clasificado; 10.774 ; 10.774 ; -   ; 6.673 ; 4.101 ;;;;;;;;;;;;
ENEMDU*;may-25;Desempleo; 359.778 ; 306.034 ; 53.744 ; 179.373 ; 180.405 ;;;;;;;;;;;;
ENEMDU*;may-25;Desempleo Abierto; 336.001 ; 288.416 ; 47.586 ; 168.124 ; 167.877 ;;;;;;;;;;;;
ENEMDU*;may-25;Desempleo Oculto; 23.777 ; 17.619 ; 6.158 ; 11.249 ; 12.528 ;;;;;;;;;;;;
ENEMDU*;may-25;Desempleo Cesante; 235.563 ; 200.384 ; 35.179 ; 119.093 ; 116.470 ;;;;;;;;;;;;
ENEMDU*;may-25;Desempleo Nuevo; 124.215 ; 105.651 ; 18.565 ; 60.279 ; 63.936 ;;;;;;;;;;;;
ENEMDU*;may-25;Población Económicamente Inactiva; 4.632.051 ; 3.489.476 ; 1.142.575 ; 1.380.809 ; 3.251.242 ;;;;;;;;;;;;
ENEMDU*;jun-25;Población Total; 18.855.037 ; 12.854.216 ; 6.000.821 ; 9.228.414 ; 9.626.623 ;;;;;;;;;;;;
ENEMDU*;jun-25;Población menor de 15 años; 5.454.924 ; 3.514.973 ; 1.939.951 ; 2.674.439 ; 2.780.485 ;;;;;;;;;;;;
ENEMDU*;jun-25;Población en Edad de Trabajar (PET); 13.400.113 ; 9.339.243 ; 4.060.870 ; 6.553.975 ; 6.846.138 ;;;;;;;;;;;;
ENEMDU*;jun-25;Población Económicamente Activa; 8.842.921 ; 5.781.228 ; 3.061.693 ; 5.165.524 ; 3.677.398 ;;;;;;;;;;;;
ENEMDU*;jun-25;Empleo; 8.533.532 ; 5.519.953 ; 3.013.578 ; 5.009.509 ; 3.524.023 ;;;;;;;;;;;;
ENEMDU*;jun-25;Empleo Adecuado/Pleno; 3.172.018 ; 2.583.197 ; 588.821 ; 2.144.538 ; 1.027.480 ;;;;;;;;;;;;
ENEMDU*;jun-25;Subempleo; 1.733.506 ; 1.127.699 ; 605.807 ; 1.090.491 ; 643.015 ;;;;;;;;;;;;
ENEMDU*;jun-25;Subempleo por insuficiencia de tiempo de trabajo; 1.574.321 ; 1.063.497 ; 510.824 ; 966.581 ; 607.740 ;;;;;;;;;;;;
ENEMDU*;jun-25;Subempleo por insuficiencia de ingresos; 159.185 ; 64.202 ; 94.983 ; 123.910 ; 35.275 ;;;;;;;;;;;;
ENEMDU*;jun-25;Empleo no remunerado; 976.855 ; 220.138 ; 756.717 ; 323.874 ; 652.981 ;;;;;;;;;;;;
ENEMDU*;jun-25;Otro Empleo no pleno; 2.634.560 ; 1.572.711 ; 1.061.849 ; 1.442.148 ; 1.192.412 ;;;;;;;;;;;;
ENEMDU*;jun-25;Empleo no clasificado; 16.592 ; 16.209 ; 383 ; 8.458 ; 8.134 ;;;;;;;;;;;;
ENEMDU*;jun-25;Desempleo; 309.389 ; 261.275 ; 48.115 ; 156.015 ; 153.374 ;;;;;;;;;;;;
ENEMDU*;jun-25;Desempleo Abierto; 274.710 ; 239.763 ; 34.947 ; 136.671 ; 138.040 ;;;;;;;;;;;;
ENEMDU*;jun-25;Desempleo Oculto; 34.679 ; 21.511 ; 13.168 ; 19.344 ; 15.335 ;;;;;;;;;;;;
ENEMDU*;jun-25;Desempleo Cesante; 197.575 ; 166.691 ; 30.884 ; 104.137 ; 93.438 ;;;;;;;;;;;;
ENEMDU*;jun-25;Desempleo Nuevo; 111.815 ; 94.584 ; 17.231 ; 51.878 ; 59.937 ;;;;;;;;;;;;
ENEMDU*;jun-25;Población Económicamente Inactiva; 4.557.192 ; 3.558.015 ; 999.177 ; 1.388.451 ; 3.168.740 ;;;;;;;;;;;;
ENEMDU*;jul-25;Población Total; 18.876.415 ; 12.868.786 ; 6.007.629 ; 9.238.877 ; 9.637.538 ;;;;;;;;;;;;
ENEMDU*;jul-25;Población menor de 15 años; 5.461.112 ; 3.518.958 ; 1.942.154 ; 2.677.476 ; 2.783.636 ;;;;;;;;;;;;
ENEMDU*;jul-25;Población en Edad de Trabajar (PET); 13.415.303 ; 9.349.828 ; 4.065.475 ; 6.561.401 ; 6.853.902 ;;;;;;;;;;;;
ENEMDU*;jul-25;Población Económicamente Activa; 8.573.069 ; 5.721.008 ; 2.852.061 ; 5.127.772 ; 3.445.297 ;;;;;;;;;;;;
ENEMDU*;jul-25;Empleo; 8.291.971 ; 5.479.266 ; 2.812.705 ; 5.004.521 ; 3.287.450 ;;;;;;;;;;;;
ENEMDU*;jul-25;Empleo Adecuado/Pleno; 3.309.499 ; 2.675.672 ; 633.827 ; 2.251.801 ; 1.057.697 ;;;;;;;;;;;;
ENEMDU*;jul-25;Subempleo; 1.735.505 ; 1.107.421 ; 628.084 ; 1.113.146 ; 622.359 ;;;;;;;;;;;;
ENEMDU*;jul-25;Subempleo por insuficiencia de tiempo de trabajo; 1.666.120 ; 1.073.134 ; 592.986 ; 1.073.108 ; 593.012 ;;;;;;;;;;;;
ENEMDU*;jul-25;Subempleo por insuficiencia de ingresos; 69.385 ; 34.287 ; 35.098 ; 40.038 ; 29.347 ;;;;;;;;;;;;
ENEMDU*;jul-25;Empleo no remunerado; 747.977 ; 193.232 ; 554.745 ; 242.146 ; 505.831 ;;;;;;;;;;;;
ENEMDU*;jul-25;Otro Empleo no pleno; 2.474.895 ; 1.478.846 ; 996.049 ; 1.380.714 ; 1.094.181 ;;;;;;;;;;;;
ENEMDU*;jul-25;Empleo no clasificado; 24.096 ; 24.096 ; -   ; 16.714 ; 7.382 ;;;;;;;;;;;;
ENEMDU*;jul-25;Desempleo; 281.097 ; 241.742 ; 39.355 ; 123.251 ; 157.846 ;;;;;;;;;;;;
ENEMDU*;jul-25;Desempleo Abierto; 249.366 ; 212.441 ; 36.925 ; 111.430 ; 137.936 ;;;;;;;;;;;;
ENEMDU*;jul-25;Desempleo Oculto; 31.731 ; 29.302 ; 2.430 ; 11.821 ; 19.911 ;;;;;;;;;;;;
ENEMDU*;jul-25;Desempleo Cesante; 201.690 ; 171.362 ; 30.328 ; 93.599 ; 108.090 ;;;;;;;;;;;;
ENEMDU*;jul-25;Desempleo Nuevo; 79.408 ; 70.380 ; 9.027 ; 29.652 ; 49.756 ;;;;;;;;;;;;
ENEMDU*;jul-25;Población Económicamente Inactiva; 4.842.234 ; 3.628.820 ; 1.213.414 ; 1.433.629 ; 3.408.605 ;;;;;;;;;;;;
ENEMDU*;ago-25;Población Total; 18.897.823 ; 12.883.381 ; 6.014.442 ; 9.249.349 ; 9.648.474 ;;;;;;;;;;;;
ENEMDU*;ago-25;Población menor de 15 años; 5.467.303 ; 3.522.947 ; 1.944.356 ; 2.680.505 ; 2.786.798 ;;;;;;;;;;;;
ENEMDU*;ago-25;Población en Edad de Trabajar (PET); 13.430.520 ; 9.360.434 ; 4.070.086 ; 6.568.844 ; 6.861.676 ;;;;;;;;;;;;
ENEMDU*;ago-25;Población Económicamente Activa; 8.940.650 ; 5.867.469 ; 3.073.181 ; 5.148.825 ; 3.791.825 ;;;;;;;;;;;;
ENEMDU*;ago-25;Empleo; 8.620.619 ; 5.582.390 ; 3.038.229 ; 5.004.586 ; 3.616.033 ;;;;;;;;;;;;
ENEMDU*;ago-25;Empleo Adecuado/Pleno; 3.138.567 ; 2.639.921 ; 498.645 ; 2.115.947 ; 1.022.619 ;;;;;;;;;;;;
ENEMDU*;ago-25;Subempleo; 1.730.032 ; 1.096.341 ; 633.691 ; 1.080.382 ; 649.650 ;;;;;;;;;;;;
ENEMDU*;ago-25;Subempleo por insuficiencia de tiempo de trabajo; 1.610.439 ; 1.039.530 ; 570.910 ; 996.988 ; 613.451 ;;;;;;;;;;;;
ENEMDU*;ago-25;Subempleo por insuficiencia de ingresos; 119.593 ; 56.811 ; 62.782 ; 83.394 ; 36.200 ;;;;;;;;;;;;
ENEMDU*;ago-25;Empleo no remunerado; 925.308 ; 218.055 ; 707.253 ; 291.957 ; 633.352 ;;;;;;;;;;;;
ENEMDU*;ago-25;Otro Empleo no pleno; 2.798.365 ; 1.609.592 ; 1.188.774 ; 1.503.803 ; 1.294.562 ;;;;;;;;;;;;
ENEMDU*;ago-25;Empleo no clasificado; 28.347 ; 18.481 ; 9.866 ; 12.498 ; 15.849 ;;;;;;;;;;;;
ENEMDU*;ago-25;Desempleo; 320.031 ; 285.078 ; 34.953 ; 144.239 ; 175.792 ;;;;;;;;;;;;
ENEMDU*;ago-25;Desempleo Abierto; 298.373 ; 266.169 ; 32.203 ; 133.712 ; 164.660 ;;;;;;;;;;;;
ENEMDU*;ago-25;Desempleo Oculto; 21.658 ; 18.909 ; 2.749 ; 10.526 ; 11.132 ;;;;;;;;;;;;
ENEMDU*;ago-25;Desempleo Cesante; 219.030 ; 201.203 ; 17.828 ; 103.834 ; 115.196 ;;;;;;;;;;;;
ENEMDU*;ago-25;Desempleo Nuevo; 101.000 ; 83.876 ; 17.125 ; 40.405 ; 60.596 ;;;;;;;;;;;;
ENEMDU*;ago-25;Población Económicamente Inactiva; 4.489.870 ; 3.492.965 ; 996.905 ; 1.420.019 ; 3.069.851 ;;;;;;;;;;;;
ENEMDU*;sep-25;Población Total; 18.919.254 ; 12.897.990 ; 6.021.264 ; 9.259.840 ; 9.659.414 ;;;;;;;;;;;;
ENEMDU*;sep-25;Población menor de 15 años; 5.473.501 ; 3.526.940 ; 1.946.561 ; 2.683.548 ; 2.789.953 ;;;;;;;;;;;;
ENEMDU*;sep-25;Población en Edad de Trabajar (PET); 13.445.753 ; 9.371.050 ; 4.074.703 ; 6.576.292 ; 6.869.461 ;;;;;;;;;;;;
ENEMDU*;sep-25;Población Económicamente Activa; 8.873.597 ; 5.808.179 ; 3.065.418 ; 5.113.445 ; 3.760.152 ;;;;;;;;;;;;
ENEMDU*;sep-25;Empleo; 8.590.318 ; 5.571.695 ; 3.018.623 ; 4.971.721 ; 3.618.597 ;;;;;;;;;;;;
ENEMDU*;sep-25;Empleo Adecuado/Pleno; 3.284.631 ; 2.677.342 ; 607.289 ; 2.193.452 ; 1.091.179 ;;;;;;;;;;;;
